"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","SOS SEASON","ECR VS. ADP"
"148",7,"Rashaad Penny",SEA,"RB53","9","1 out of 5 stars","-3.0"
"149",7,"Austin Hooper",CLE,"TE20","13","2 out of 5 stars","-51.0"
"150",7,"Adam Trautman",NO,"TE21","6","4 out of 5 stars","-73.0"
"151",7,"John Brown",LV,"WR59","8","1 out of 5 stars","-20.0"
"152",7,"Russell Gage",ATL,"WR60","6","4 out of 5 stars","-31.0"
"153",8,"Jamison Crowder",NYJ,"WR61","6","4 out of 5 stars","-22.0"
"154",8,"Tua Tagovailoa",MIA,"QB19","14","4 out of 5 stars","-13.0"
"155",8,"Jared Cook",LAC,"TE22","7","3 out of 5 stars","-17.0"
"156",8,"Gerald Everett",SEA,"TE23","9","1 out of 5 stars","-51.0"
"157",8,"Ryan Fitzpatrick",WAS,"QB20","9","4 out of 5 stars","-19.0"
"158",8,"Sterling Shepard",NYG,"WR62","10","3 out of 5 stars","-35.0"
"159",8,"Daniel Jones",NYG,"QB21","10","4 out of 5 stars","-46.0"
"160",8,"Rashod Bateman",BAL,"WR63","8","2 out of 5 stars","-13.0"
"161",8,"Giovani Bernard",TB,"RB54","9","0 out of 5 stars","-17.0"
"162",8,"Tre'Quan Smith",NO,"WR64","6","4 out of 5 stars","-79.0"
"163",8,"Christian Kirk",ARI,"WR65","12","2 out of 5 stars","-31.0"
"164",8,"Gabriel Davis",BUF,"WR66","7","3 out of 5 stars","-31.0"
"165",8,"Pittsburgh Steelers",PIT,"DST1","7","2 out of 5 stars","+71.0"
"166",8,"Los Angeles Rams",LAR,"DST2","11","3 out of 5 stars","+67.0"
"167",8,"Ben Roethlisberger",PIT,"QB22","7","4 out of 5 stars","+7.0"
"168",8,"Parris Campbell",IND,"WR67","14","5 out of 5 stars","-81.0"
"169",8,"Baltimore Ravens",BAL,"DST3","8","2 out of 5 stars","+58.0"
"170",8,"Eric Ebron",PIT,"TE24","7","5 out of 5 stars","-46.0"
"171",8,"Elijah Moore",NYJ,"WR68","6","4 out of 5 stars","-3.0"
"172",8,"Zach Ertz",PHI,"TE25","14","3 out of 5 stars","+17.0"
"173",8,"Sony Michel",NE,"RB55","14","3 out of 5 stars","-96.0"
"174",8,"Anthony Firkser",TEN,"TE26","13","2 out of 5 stars","-32.0"
"175",8,"Salvon Ahmed",MIA,"RB56","14","4 out of 5 stars","-17.0"
"176",8,"Breshad Perriman",DET,"WR69","9","1 out of 5 stars","-91.0"
"177",8,"Emmanuel Sanders",BUF,"WR70","7","3 out of 5 stars","-78.0"
"178",8,"Marlon Mack",IND,"RB57","14","4 out of 5 stars","+25.0"
"179",8,"Justin Tucker",BAL,"K1","8","4 out of 5 stars","+63.0"
"180",8,"Derek Carr",LV,"QB23","8","3 out of 5 stars","-18.0"
"181",8,"Kenneth Gainwell",PHI,"RB58","14","3 out of 5 stars","+1.0"
"182",8,"Justin Fields",CHI,"QB24","10","2 out of 5 stars","+24.0"
"183",8,"San Francisco 49ers",SF,"DST4","6","3 out of 5 stars","+49.0"
"184",8,"Jakobi Meyers",NE,"WR71","14","4 out of 5 stars","-164.0"
"185",8,"Washington Football Team",WAS,"DST5","9","2 out of 5 stars","+77.0"
"186",8,"Indianapolis Colts",IND,"DST6","14","2 out of 5 stars","+60.0"
"187",8,"Darius Slayton",NYG,"WR72","10","3 out of 5 stars","-63.0"
"188",8,"Allen Lazard",GB,"WR73","13","1 out of 5 stars","-44.0"
"189",8,"Harrison Butker",KC,"K2","12","2 out of 5 stars","+64.0"
"190",8,"Younghoe Koo",ATL,"K3","6","3 out of 5 stars","+57.0"
"191",8,"Rondale Moore",ARI,"WR74","12","2 out of 5 stars","+4.0"
"192",8,"Denzel Mims",NYJ,"WR75","6","4 out of 5 stars","-48.0"
"193",8,"Tampa Bay Buccaneers",TB,"DST7","9","5 out of 5 stars","+80.0"
"194",8,"Sam Darnold",CAR,"QB25","13","4 out of 5 stars","-39.0"
"195",8,"Greg Zuerlein",DAL,"K4","7","4 out of 5 stars","+43.0"
"196",8,"New England Patriots",NE,"DST8","14","0 out of 5 stars","+7.0"
"197",8,"Buffalo Bills",BUF,"DST9","7","3 out of 5 stars","+40.0"
"198",8,"A.J. Green",ARI,"WR76","12","2 out of 5 stars","-1.0"
"199",8,"New Orleans Saints",NO,"DST10","6","3 out of 5 stars","-5.0"
"200",8,"Hayden Hurst",ATL,"TE27","6","2 out of 5 stars","-42.0"
"201",9,"Darrel Williams",KC,"RB59","12","4 out of 5 stars","-44.0"
"202",9,"Marquez Valdes-Scantling",GB,"WR77","13","1 out of 5 stars","-133.0"
"203",9,"Wil Lutz",NO,"K5","6","4 out of 5 stars","+39.0"
"204",9,"Kansas City Chiefs",KC,"DST11","12","1 out of 5 stars","+22.0"
"205",9,"Sammy Watkins",BAL,"WR78","8","2 out of 5 stars","-108.0"
"206",9,"Darrynton Evans",TEN,"RB60","13","3 out of 5 stars","-20.0"
"207",9,"Joshua Kelley",LAC,"RB61","7","4 out of 5 stars","-57.0"
"208",9,"Bryan Edwards",LV,"WR79","8","1 out of 5 stars","-72.0"
"209",9,"Amon-Ra St. Brown",DET,"WR80","9","1 out of 5 stars","+8.0"
"210",9,"Jason Sanders",MIA,"K6","14","4 out of 5 stars","+60.0"
"211",9,"Zach Wilson",NYJ,"QB26","6","3 out of 5 stars","+23.0"
"212",9,"Trey Lance",SF,"QB27","6","5 out of 5 stars","+50.0"
"213",9,"Josh Reynolds",TEN,"WR81","13","3 out of 5 stars","-101.0"
"214",9,"Dawson Knox",BUF,"TE28","7","2 out of 5 stars","-91.0"
"215",9,"Rodrigo Blankenship",IND,"K7","14","3 out of 5 stars","+61.0"
"216",9,"Damien Williams",CHI,"RB62","10","3 out of 5 stars","+35.0"
"217",9,"Carlos Hyde",JAC,"RB63","7","4 out of 5 stars","-117.0"
"218",9,"Chicago Bears",CHI,"DST12","10","2 out of 5 stars","-43.0"
"219",9,"Matt Prater",ARI,"K8","12","4 out of 5 stars","+11.0"
"220",9,"Jameis Winston",NO,"QB28","6","3 out of 5 stars","+24.0"
"221",9,"Jared Goff",DET,"QB29","9","1 out of 5 stars","+6.0"
"222",9,"Los Angeles Chargers",LAC,"DST13","7","4 out of 5 stars","-35.0"
"223",9,"Benny Snell Jr.",PIT,"RB64","7","5 out of 5 stars","+6.0"
"224",9,"Mark Ingram II",HOU,"RB65","10","4 out of 5 stars","-3.0"
"225",9,"Chuba Hubbard",CAR,"RB66","13","2 out of 5 stars","+48.0"
"226",9,"Cam Newton",NE,"QB30","14","5 out of 5 stars","+23.0"
"227",9,"Robbie Gould",SF,"K9","6","4 out of 5 stars","+48.0"
"228",9,"Justin Jackson",LAC,"RB67","7","4 out of 5 stars","-2.0"
"229",9,"Terrace Marshall Jr.",CAR,"WR82","13","5 out of 5 stars","-17.0"
"230",9,"Malcolm Brown",MIA,"RB68","14","4 out of 5 stars","+5.0"
"231",9,"Denver Broncos",DEN,"DST14","11","2 out of 5 stars","-12.0"
"232",9,"Miami Dolphins",MIA,"DST15","14","2 out of 5 stars","+48.0"
"233",9,"Cleveland Browns",CLE,"DST16","13","3 out of 5 stars","+67.0"
"234",9,"O.J. Howard",TB,"TE29","9","3 out of 5 stars","+37.0"
"235",9,"Tyler Bass",BUF,"K10","7","3 out of 5 stars","+76.0"
"236",9,"Jason Myers",SEA,"K11","9","4 out of 5 stars","-16.0"
"237",9,"Ryan Succop",TB,"K12","9","2 out of 5 stars","+67.0"
"238",9,"Van Jefferson",LAR,"WR83","11","5 out of 5 stars","-118.0"
"239",9,"Tim Patrick",DEN,"WR84","11","4 out of 5 stars","-86.0"
"240",9,"Randall Cobb",GB,"WR85","13","1 out of 5 stars","-105.0"
"241",9,"Hunter Renfrow",LV,"WR86","8","1 out of 5 stars","-120.0"
"242",9,"Anthony Miller",HOU,"WR87","10","3 out of 5 stars","-68.0"
"243",9,"KJ Hamler",DEN,"WR88","11","4 out of 5 stars","-127.0"
"244",9,"DeSean Jackson",LAR,"WR89","11","5 out of 5 stars","-27.0"
"245",9,"Tyrell Williams",DET,"WR90","9","1 out of 5 stars","-84.0"
"246",9,"Seattle Seahawks",SEA,"DST17","9","4 out of 5 stars","+32.0"
"247",9,"Michael Badgley",LAC,"K13","7","2 out of 5 stars","-21.0"
"248",9,"Jeff Wilson Jr.",SF,"RB69","6","3 out of 5 stars","+58.0"
"249",9,"Chris Herndon IV",NYJ,"TE30","6","3 out of 5 stars","-53.0"
"250",9,"Mason Crosby",GB,"K14","13","0 out of 5 stars","+19.0"
"251",9,"Green Bay Packers",GB,"DST18","13","5 out of 5 stars","-45.0"
"252",9,"Minnesota Vikings",MIN,"DST19","7","3 out of 5 stars","+15.0"
"253",9,"Kadarius Toney",NYG,"WR91","10","3 out of 5 stars","+33.0"
"254",9,"James Washington",PIT,"WR92","7","2 out of 5 stars","-135.0"
"255",9,"La'Mical Perine",NYJ,"RB70","6","4 out of 5 stars","-3.0"
"256",9,"Boston Scott",PHI,"RB71","14","3 out of 5 stars","0.0"
"257",9,"Amari Rodgers",GB,"WR93","13","1 out of 5 stars","-110.0"
"258",9,"Jerick McKinnon",KC,"RB72","12","4 out of 5 stars","-84.0"
"259",9,"Rhamondre Stevenson",NE,"RB73","14","3 out of 5 stars","-72.0"
"260",9,"Dan Arnold",CAR,"TE31","13","4 out of 5 stars","-46.0"
"261",9,"Jake Elliott",PHI,"K15","14","4 out of 5 stars","-104.0"
"262",9,"Kerryon Johnson",PHI,"RB74","14","3 out of 5 stars","-75.0"
"263",9,"Daniel Carlson",LV,"K16","8","2 out of 5 stars","+51.0"
"264",9,"Wayne Gallman",SF,"RB75","6","3 out of 5 stars","+36.0"
"265",10,"Philadelphia Eagles",PHI,"DST20","14","4 out of 5 stars","-101.0"
"266",10,"Deshaun Watson",HOU,"QB31","10","4 out of 5 stars","+110.0"
"267",10,"Jack Doyle",IND,"TE32","14","4 out of 5 stars","-34.0"
"268",10,"Brandon McManus",DEN,"K17","11","1 out of 5 stars","+2.0"
"269",10,"Taysom Hill",NO,"QB32","6","3 out of 5 stars","+101.0"
"270",10,"Preston Williams",MIA,"WR94","14","3 out of 5 stars","-115.0"
"271",10,"Matt Breida",BUF,"RB76","7","3 out of 5 stars","-21.0"
"272",10,"Rashard Higgins",CLE,"WR95","13","1 out of 5 stars","-75.0"
"273",10,"Javian Hawkins",ATL,"RB77","6","2 out of 5 stars","+60.0"
"274",10,"Joey Slye",CAR,"K18","13","5 out of 5 stars","-104.0"
"275",10,"Zach Pascal",IND,"WR96","14","5 out of 5 stars","-79.0"
"276",10,"Tennessee Titans",TEN,"DST21","13","3 out of 5 stars","+85.0"
"277",10,"Devontae Booker",NYG,"RB78","10","2 out of 5 stars","+38.0"
"278",10,"Jimmy Graham",CHI,"TE33","10","1 out of 5 stars","+34.0"
"279",10,"Ka'imi Fairbairn",HOU,"K19","10","3 out of 5 stars","-79.0"
"280",10,"Anthony McFarland Jr.",PIT,"RB79","7","5 out of 5 stars","+70.0"
"281",10,"Chris Boswell",PIT,"K20","7","2 out of 5 stars","+63.0"
"282",10,"Keke Coutee",HOU,"WR97","10","3 out of 5 stars","-6.0"
"283",10,"Kendrick Bourne",NE,"WR98","14","4 out of 5 stars","-89.0"
"284",10,"Ty Johnson",NYJ,"RB80","6","4 out of 5 stars","+24.0"
"285",10,"Dustin Hopkins",WAS,"K21","9","2 out of 5 stars","-98.0"
"286",10,"N'Keal Harry",NE,"WR99","14","4 out of 5 stars","-104.0"
"287",10,"Ke'Shawn Vaughn",TB,"RB81","9","0 out of 5 stars","-20.0"
"288",10,"New York Giants",NYG,"DST22","10","4 out of 5 stars","+52.0"
"289",10,"Jimmy Garoppolo",SF,"QB33","6","5 out of 5 stars","-26.0"
"290",10,"Nico Collins",HOU,"WR100","10","3 out of 5 stars","+81.0"
"291",10,"New York Jets",NYJ,"DST23","6","4 out of 5 stars","-80.0"
"292",10,"Teddy Bridgewater",DEN,"QB34","11","5 out of 5 stars","-40.0"
"293",10,"Arizona Cardinals",ARI,"DST24","12","3 out of 5 stars","-28.0"
"294",10,"Josh Lambo",JAC,"K22","7","5 out of 5 stars","-82.0"
"295",10,"Quintez Cephus",DET,"WR101","9","1 out of 5 stars","-5.0"
"296",10,"Tyron Johnson",LAC,"WR102","7","3 out of 5 stars","+9.0"
"297",10,"Kyle Rudolph",NYG,"TE34","10","3 out of 5 stars","+16.0"
"298",10,"Travis Fulgham",PHI,"WR103","14","3 out of 5 stars","-11.0"
"299",10,"Dallas Cowboys",DAL,"DST25","7","5 out of 5 stars","+78.0"
"300",10,"Scotty Miller",TB,"WR104","9","2 out of 5 stars","+23.0"
"301",10,"Drew Lock",DEN,"QB35","11","5 out of 5 stars","+31.0"
"302",10,"Keelan Cole Sr.",NYJ,"WR105","6","4 out of 5 stars","-79.0"
"303",10,"Matt Gay",LAR,"K23","11","5 out of 5 stars","+44.0"
"304",10,"Samaje Perine",CIN,"RB82","10","3 out of 5 stars","-37.0"
"305",10,"Le'Veon Bell",FA,"RB83","-","-","+86.0"
"306",10,"Donovan Peoples-Jones",CLE,"WR106","13","1 out of 5 stars","+11.0"
"307",10,"Jacksonville Jaguars",JAC,"DST26","7","2 out of 5 stars","-68.0"
"308",10,"D'Wayne Eskridge",SEA,"WR107","9","1 out of 5 stars","-4.0"
"309",10,"Graham Gano",NYG,"K24","10","2 out of 5 stars","-44.0"
"310",10,"Stephen Gostkowski",FA,"K25","-","-","-"
"311",10,"Austin Seibert",CIN,"K26","10","1 out of 5 stars","-"
"312",10,"Todd Gurley II",FA,"RB84","-","-","+77.0"
"313",10,"Ian Thomas",CAR,"TE35","13","4 out of 5 stars","-"
"314",10,"Andy Isabella",ARI,"WR108","12","2 out of 5 stars","-"
"315",10,"Atlanta Falcons",ATL,"DST27","6","5 out of 5 stars","-47.0"
"316",10,"DeeJay Dallas",SEA,"RB85","9","1 out of 5 stars","+26.0"
"317",10,"Rex Burkhead",HOU,"RB86","10","4 out of 5 stars","-6.0"
"318",10,"Zane Gonzalez",FA,"K27","-","-","-"
"319",10,"Jalen Richard",LV,"RB87","8","2 out of 5 stars","+22.0"
"320",11,"Duke Johnson Jr.",FA,"RB88","-","-","-"
"321",11,"Greg Ward",PHI,"WR109","14","3 out of 5 stars","+37.0"
"322",11,"Ito Smith",FA,"RB89","-","-","-33.0"
"323",11,"Jordan Howard",PHI,"RB90","14","3 out of 5 stars","-"
"324",11,"Kalen Ballage",PIT,"RB91","7","5 out of 5 stars","-6.0"
"325",11,"Tyrod Taylor",HOU,"QB36","10","4 out of 5 stars","+8.0"
"326",11,"Brian Hill",TEN,"RB92","13","3 out of 5 stars","+63.0"
"327",11,"Marquez Callaway",NO,"WR110","6","4 out of 5 stars","+34.0"
"328",11,"Dyami Brown",WAS,"WR111","9","3 out of 5 stars","-45.0"
"329",11,"Miles Boykin",BAL,"WR112","8","2 out of 5 stars","-"
"330",11,"Dalton Schultz",DAL,"TE36","7","2 out of 5 stars","+36.0"
"331",11,"Mo Alie-Cox",IND,"TE37","14","4 out of 5 stars","+46.0"
"332",11,"Justice Hill",BAL,"RB93","8","4 out of 5 stars","+50.0"
"333",11,"Carolina Panthers",CAR,"DST28","13","4 out of 5 stars","-18.0"
"334",11,"Eno Benjamin",ARI,"RB94","12","3 out of 5 stars","+72.0"
"335",11,"Adrian Peterson",FA,"RB95","-","-","+60.0"
"336",11,"Demarcus Robinson",KC,"WR113","12","3 out of 5 stars","+63.0"
"337",11,"Xavier Jones",LAR,"RB96","11","4 out of 5 stars","+152.0"
"338",11,"Byron Pringle",KC,"WR114","12","3 out of 5 stars","+47.0"
"339",11,"Donald Parham Jr.",LAC,"TE38","7","3 out of 5 stars","-30.0"
"340",11,"Dan Bailey",FA,"K28","-","-","-"
"341",11,"Jordan Akins",HOU,"TE39","10","4 out of 5 stars","+117.0"
"342",11,"Olamide Zaccheaus",ATL,"WR115","6","4 out of 5 stars","+88.0"
"343",11,"Cairo Santos",CHI,"K29","10","2 out of 5 stars","-16.0"
"344",11,"Mac Jones",NE,"QB37","14","5 out of 5 stars","+8.0"
"345",11,"Pat Freiermuth",PIT,"TE40","7","5 out of 5 stars","+123.0"
"346",11,"John Ross",NYG,"WR116","10","3 out of 5 stars","-"
"347",11,"Jordan Wilkins",IND,"RB97","14","4 out of 5 stars","-"
"348",11,"Will Dissly",SEA,"TE41","9","1 out of 5 stars","+22.0"
"349",11,"Houston Texans",HOU,"DST29","10","2 out of 5 stars","+6.0"
"350",11,"Andy Dalton",CHI,"QB38","10","2 out of 5 stars","+42.0"
"351",11,"Jermar Jefferson",DET,"RB98","9","0 out of 5 stars","-"
"352",11,"Harrison Bryant",CLE,"TE42","13","2 out of 5 stars","-"
"353",11,"C.J. Uzomah",CIN,"TE43","10","2 out of 5 stars","+3.0"
"354",11,"Jalen Guyton",LAC,"WR117","7","3 out of 5 stars","-32.0"
"355",11,"David Njoku",CLE,"TE44","13","2 out of 5 stars","+31.0"
"356",11,"Elijah Mitchell",SF,"RB99","6","3 out of 5 stars","+127.0"
"357",11,"Cody Parkey",CLE,"K30","13","2 out of 5 stars","-6.0"
"358",11,"Lynn Bowden Jr.",MIA,"WR118","14","3 out of 5 stars","-19.0"
"359",11,"Josh Palmer",LAC,"WR119","7","3 out of 5 stars","+108.0"
"360",11,"Peyton Barber",WAS,"RB100","9","3 out of 5 stars","-"
"361",11,"Larry Rountree III",LAC,"RB101","7","4 out of 5 stars","+57.0"
"362",11,"Steven Sims Jr.",WAS,"WR120","9","3 out of 5 stars","-"
"363",11,"Mike Boone",DEN,"RB102","11","5 out of 5 stars","+60.0"
"364",11,"Golden Tate",FA,"WR121","-","-","-"
"365",11,"Sam Sloman",PIT,"K31","7","2 out of 5 stars","-"
"366",11,"Chris Thompson",FA,"RB103","-","-","-"
"367",11,"Cordarrelle Patterson",ATL,"WR122","6","4 out of 5 stars","+114.0"
"368",11,"Drew Sample",CIN,"TE45","10","2 out of 5 stars","+40.0"
"369",11,"Tyler Eifert",FA,"TE46","-","-","-"
"370",11,"Qadree Ollison",ATL,"RB104","6","2 out of 5 stars","-"
"371",11,"Deonte Harris",NO,"WR123","6","4 out of 5 stars","+31.0"
"372",11,"Tutu Atwell",LAR,"WR124","11","5 out of 5 stars","-7.0"
"373",11,"Chris Evans",CIN,"RB105","10","3 out of 5 stars","+46.0"
"374",11,"Albert Okwuegbunam",DEN,"TE47","11","4 out of 5 stars","-"
"375",11,"Dede Westbrook",MIN,"WR125","7","3 out of 5 stars","-"
"376",11,"Tyler Johnson",TB,"WR126","9","2 out of 5 stars","+100.0"
"377",11,"Larry Fitzgerald",FA,"WR127","-","-","-"
"378",11,"Bryce Love",FA,"RB106","-","-","-"
"379",11,"Devin Duvernay",BAL,"WR128","8","2 out of 5 stars","-"
"380",11,"Tylan Wallace",BAL,"WR129","8","2 out of 5 stars","+61.0"
"381",11,"Collin Johnson",JAC,"WR130","7","5 out of 5 stars","-"
"382",12,"Jacob Hollister",BUF,"TE48","7","2 out of 5 stars","-"
"383",12,"Randy Bullock",DET,"K32","9","5 out of 5 stars","-1.0"
"384",12,"Tyler Conklin",MIN,"TE49","7","2 out of 5 stars","-"
"385",12,"Cornell Powell",KC,"WR131","12","3 out of 5 stars","+28.0"
"386",12,"Dez Fitzpatrick",TEN,"WR132","13","3 out of 5 stars","+103.0"
"387",12,"Danny Amendola",FA,"WR133","-","-","-"
"388",12,"Jake Funk",LAR,"RB107","11","4 out of 5 stars","-"
